,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MID,u_warm,u_gn,u_sincere,u_friendly,u_wi,u_trustworthy,u_competent,u_confident,u_intel,u_capable,u_efficient,u_skillful,uval,t_warm,t_gn,t_sincere,t_friendly,t_wi,t_trustworthy,t_competent,t_confident,t_intel,t_capable,t_efficient,t_skillful,tval,Q29,age,gender
183,R_4O6X45q4HrdGcK1,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:03:28,2014-08-05 01:08:17,1.0,removed,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,,1.0,19.0,1.0
184,R_3gRYyUCnP4ZQiJn,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:04:12,2014-08-05 01:09:14,1.0,removed,3.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,6.0,,,,,,,,,,,,,,1.0,27.0,1.0
185,R_6M5Hw8NMjaiDYwt,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:04:43,2014-08-05 01:11:59,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,32.0,2.0
186,R_eaEhiAfH7CUmRtb,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:10:42,2014-08-05 01:19:17,1.0,removed,5.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,2.0,5.0,,,,,,,,,,,,,,1.0,26.0,1.0
187,R_1Hr8oaVvOPRFZU9,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:11:17,2014-08-05 01:13:29,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,1.0,34.0,1.0
188,R_3RfBU2fejaat4gd,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:13:37,2014-08-05 01:18:23,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,19.0,2.0
189,R_cU60VqpA5O5mo97,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:14:01,2014-08-05 01:19:50,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,19.0,1.0
190,R_9KtYxlMbK987taJ,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:14:58,2014-08-05 01:19:16,1.0,removed,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,27.0,1.0
191,R_0jsYPRz5laYesVD,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:15:06,2014-08-05 01:20:40,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,19.0,2.0
192,R_0Jpeb4z5uO6eQE5,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:15:26,2014-08-05 01:19:29,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,27.0,1.0
193,R_0jMNLAR37LBenDD,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:20:14,2014-08-05 01:26:44,1.0,removed,1.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,1.0,26.0,1.0
194,R_1Gqz8hG5pRxyVpz,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:23:04,2014-08-05 01:26:51,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,22.0,2.0
195,R_5BTLH3xT7jFlBIN,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:31:03,2014-08-05 01:36:45,1.0,removed,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,21.0,2.0
196,R_06WSPTiCg8DGX4N,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:33:07,2014-08-05 01:39:41,1.0,removed,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,,,,,,,,,,,,,,1.0,26.0,1.0
197,R_71cMeyNnAGQw3DT,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:33:28,2014-08-05 01:39:41,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,25.0,2.0
198,R_6nevFzNnlKiiaXP,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:36:52,2014-08-05 01:40:06,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,27.0,1.0
199,R_2ipRhTrwFUwCEqV,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:47:00,2014-08-05 01:49:04,1.0,removed,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,,,,,,,,,,,,,,1.0,24.0,1.0
200,R_79yY8TokFJeaCPj,Default Response Set,Anonymous,,,removed,0,2014-08-06 08:58:46,2014-08-06 09:05:00,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,7.0,,24.0,1.0
201,R_6fh3eAUrySj4VkF,Default Response Set,Anonymous,,,removed,0,2014-08-06 08:58:52,2014-08-06 09:04:47,1.0,removed,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,7.0,,47.0,1.0
202,R_e9Zk81qWCjPlBJj,Default Response Set,Anonymous,,,removed,0,2014-08-06 08:59:21,2014-08-06 09:03:18,1.0,removed,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,27.0,1.0
203,R_8BtSJqePGDKhM8d,Default Response Set,Anonymous,,,removed,0,2014-08-06 08:59:41,2014-08-06 09:04:43,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,29.0,1.0
204,R_8vNR4hE5juiLxTT,Default Response Set,Anonymous,,,removed,0,2014-08-06 08:59:54,2014-08-06 09:03:26,1.0,removed,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,24.0,2.0
205,R_0BewN7neZcgdgaN,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:00:41,2014-08-06 09:05:34,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,6.0,,31.0,2.0
206,R_023IwdHQ1cFuir3,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:00:45,2014-08-06 09:04:15,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,31.0,2.0
207,R_0U7RaJxN3pCiSLb,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:00:46,2014-08-06 09:05:29,1.0,removed,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,7.0,,,,,,,,,,,,,,,44.0,2.0
208,R_bqkjJ8NpP5oowhT,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:00:47,2014-08-06 09:03:01,1.0,removed,,,,,,,,,,,,,,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,7.0,,26.0,2.0
209,R_3JEu4yy7Vjlwxgx,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:01:25,2014-08-06 09:06:43,1.0,removed,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,20.0,2.0
210,R_byIBv34IKEC5jSt,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:01:25,2014-08-06 09:05:27,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,22.0,2.0
211,R_24RovRycBaKzBEF,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:01:27,2014-08-06 09:07:14,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,,26.0,1.0
212,R_7P6UD7YJ7nAeL9r,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:01:34,2014-08-06 09:06:46,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,,35.0,1.0
213,R_9ZfCwnPqDyp4YXb,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:01:36,2014-08-06 09:05:40,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,,,,29.0,2.0
214,R_eVFBg22atX00RmJ,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:02:00,2014-08-06 09:06:17,1.0,removed,,,,,,,,,,,,,,5.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,7.0,,30.0,2.0
215,R_2uzN6OWxqsTrJqt,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:02:00,2014-08-06 09:05:48,1.0,removed,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,6.0,,40.0,1.0
216,R_9pOyEDO0Ivh7QPj,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:02:40,2014-08-06 09:06:54,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,24.0,1.0
217,R_37zQvt8aXGjPBLD,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:11,2014-08-06 09:10:02,1.0,removed,,,,,,,,,,,,,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,,24.0,1.0
218,R_3DJ4y0DO5IUZ9Qx,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:19,2014-08-06 09:17:11,1.0,removed,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,32.0,2.0
219,R_2l4SHG7JpvZfVtj,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:38,2014-08-06 09:12:03,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,,32.0,2.0
220,R_9TsUzpfw9emt0lD,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:43,2014-08-06 09:04:26,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,R_bxaWrR0Atn1pyRL,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:44,2014-08-06 09:07:14,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,39.0,1.0
222,R_1WVvCVAw4Lhb3X7,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:03:59,2014-08-06 09:13:04,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,46.0,2.0
223,R_3aguDxptPNcA7GJ,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:04:47,2014-08-06 09:27:02,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,44.0,1.0
224,R_1Oif7QnhG739pfD,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:04:53,2014-08-06 09:09:15,1.0,removed,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,33.0,2.0
225,R_6gx5ZHmZ0Y7pfhP,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:05:07,2014-08-06 09:08:05,1.0,removed,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,,27.0,1.0
226,R_b3ml9dDUuaq6Qbb,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:05:31,2014-08-06 09:09:24,1.0,removed,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,28.0,1.0
227,R_9FvYdths2r0fC3X,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:06:11,2014-08-06 09:11:04,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,26.0,2.0
228,R_bdAp35ki9ErRZ41,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:06:16,2014-08-06 09:10:16,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,28.0,2.0
229,R_0pN56n4TcsKqt2R,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:06:26,2014-08-06 09:06:38,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,R_9ERFlIcLt5GooAt,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:06:43,2014-08-06 09:13:12,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,19.0,2.0
231,R_9p4fXIoQC4P3wrj,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:08:07,2014-08-06 09:13:55,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,,34.0,1.0
232,R_brTBxvvZvbQKzgp,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:08:21,2014-08-06 09:12:12,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,28.0,2.0
233,R_6xjGT83WtnASSXz,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:08:39,2014-08-06 09:14:18,1.0,removed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,35.0,1.0
234,R_elp2wlGtLnC8pq5,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:10:35,2014-08-06 09:15:44,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,,52.0,2.0
235,R_dhAP6iBP83k2kn3,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:12:34,2014-08-06 09:16:02,1.0,removed,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,26.0,1.0
236,R_6WL9rSrXyeuuQ97,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:12:41,2014-08-06 09:13:54,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,R_eXlKRhPwyQlFWSN,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:14:15,2014-08-06 09:17:32,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,,21.0,1.0
238,R_29QgZriU6vWNocR,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:14:17,2014-08-06 09:18:15,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,,35.0,1.0
239,R_9XLAY6UUhEenV7T,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:14:43,2014-08-06 09:22:08,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,6.0,,27.0,1.0
240,R_bDSOm0bN2WmCRil,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:14:52,2014-08-06 09:18:35,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,42.0,2.0
241,R_cSyRzv6rqdLVApf,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:14:59,2014-08-06 09:23:14,1.0,removed,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,,38.0,1.0
242,R_diEe49YorrQFrXD,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:15:19,2014-08-06 09:22:03,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,42.0,1.0
243,R_4HkRRjLjFuzsjDD,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:16:19,2014-08-06 09:20:03,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,23.0,1.0
244,R_3BPLoKbKHCEbyXX,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:17:51,2014-08-06 09:22:39,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,33.0,1.0
245,R_0vSRAJr3f3ow6QB,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:19:13,2014-08-06 09:26:20,1.0,removed,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,33.0,1.0
246,R_6KYM1FuMemkCYqF,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:20:12,2014-08-06 09:27:00,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,,,,,,,,,,,,,,,64.0,2.0
247,R_0SxI3gQSoRMr4rj,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:21:01,2014-08-06 09:45:48,0.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,58.0,2.0
248,R_2mhlwFAQ8rG6bFb,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:21:08,2014-08-06 09:26:08,1.0,removed,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,26.0,1.0
249,R_cZQVjNTBjaGi7Jz,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:21:11,2014-08-06 09:23:21,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,,21.0,1.0
250,R_1NVD6652iFXgZff,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:21:34,2014-08-06 09:31:44,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,48.0,2.0
251,R_8uX1eR15I7a7YC9,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:22:01,2014-08-06 09:30:09,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,30.0,2.0
252,R_ah1TzZngi9qGLUV,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:24:48,2014-08-06 09:27:58,1.0,removed,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,,27.0,2.0
253,R_9mn7oBOkN3kWM8R,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:26:25,2014-08-06 09:31:10,1.0,removed,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,,29.0,1.0
254,R_9AJrB0wir0GT4ah,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:28:05,2014-08-06 09:34:22,1.0,removed,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,33.0,1.0
255,R_begKter1MaX6NMh,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:29:29,2014-08-06 09:32:26,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,37.0,1.0
256,R_ehruliDP9nvXdBj,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:33:07,2014-08-06 09:53:42,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,7.0,,38.0,2.0
257,R_3UFV5Wly8eFlWFT,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:36:28,2014-08-06 09:38:51,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,21.0,1.0
258,R_3h29iGabB5ErP2B,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:36:41,2014-08-06 09:45:04,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,6.0,,,,,,,,,,,,,,,26.0,1.0
259,R_57rfM8g2uzO4esl,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:42:39,2014-08-06 09:57:14,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,33.0,2.0
260,R_3q4K9QgtlXjzI4l,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:44:51,2014-08-06 09:49:12,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,28.0,1.0
261,R_erZH2n8eaeQkXVr,Default Response Set,Anonymous,,,removed,0,2014-08-06 09:50:13,2014-08-06 10:00:03,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,25.0,1.0
262,R_eA6UWELUmp3LkQR,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:06:00,2014-08-06 10:09:14,0.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,,41.0,1.0
263,R_6D62UztOKGLFSa9,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:11:35,2014-08-06 10:18:14,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,7.0,,57.0,1.0
264,R_eVSuon9Ny9AXleR,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:12:12,2014-08-06 10:15:23,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,22.0,1.0
265,R_79WmLuyguMCizT7,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:17:02,2014-08-06 10:20:29,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,R_cSiuBAUerLFeEvj,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:21:24,2014-08-06 10:24:06,1.0,removed,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,7.0,,,,,,,,,,,,,,,29.0,2.0
267,R_1WZPboOhfT5j7VP,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:22:32,2014-08-06 10:28:16,1.0,removed,,,,,,,,,,,,,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,,44.0,1.0
268,R_a5lsg7biDxCmfM9,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:25:25,2014-08-06 10:29:09,1.0,removed,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,,,,,,,,,,,,,,,31.0,1.0
269,R_5vVOMsCWNlnoUoR,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:26:15,2014-08-06 10:33:00,1.0,removed,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,,,,,,,,,,,,,,36.0,2.0
270,R_8qVxLKwfETG2I5v,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:33:08,2014-08-06 10:36:04,1.0,removed,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,,30.0,2.0
271,R_1TflHpw8hE2hpsN,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:38:25,2014-08-06 10:45:52,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,,27.0,2.0
272,R_3vGbMnsAzz7xFw9,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:44:19,2014-08-06 10:51:25,1.0,removed,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,29.0,1.0
273,R_2siuZPo9xArKiyN,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:45:03,2014-08-06 10:48:11,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,30.0,2.0
274,R_2bI8qyvYpfYdcGx,Default Response Set,Anonymous,,,removed,0,2014-08-06 10:48:36,2014-08-06 10:51:16,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,,27.0,1.0
275,R_eLlzRpwYNehSfl3,Default Response Set,Anonymous,,,removed,0,2014-08-06 11:32:12,2014-08-06 11:35:35,1.0,removed,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,,,,24.0,1.0
276,R_cGfgRXa7GE8mtZH,Default Response Set,Anonymous,,,removed,0,2014-08-06 11:36:51,2014-08-06 11:41:16,1.0,removed,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,,26.0,2.0
277,R_8wdQYZrvG8js2AB,Default Response Set,Anonymous,,,removed,0,2014-08-06 11:44:12,2014-08-06 11:48:13,1.0,removed,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,,,22.0,2.0
